PC: 0x0000000080000000, INSTR: 0x080052b7, REG x5: 0x0000000008005000
PC: 0x0000000080000fd0, INSTR: 0x8edaba03, REG x20: 0x0000000000000000, MEM 0x00000000800403c0
PC: 0x0000000080000fd4, INSTR: 0x00d2d463
PC: 0x0000000080000fdc, INSTR: 0x00ed5433, REG x8: 0x0000000000000000
PC: 0x0000000080000fe0, INSTR: 0x0155d4b3, REG x9: 0x0000000008a45103
PC: 0x0000000080000fe4, INSTR: 0x01b3d533, REG x10: 0x0000000000000000
PC: 0x0000000080000fe8, INSTR: 0x00565d33, REG x26: 0x0000000000000000
PC: 0x0000000080000fec, INSTR: 0x0120d433, REG x8: 0x0000000000000000
PC: 0x0000000080000ff0, INSTR: 0x41988833, REG x16: 0x00000000738bc000
PC: 0x0000000080000ff4, INSTR: 0x40011ab7, REG x21: 0x0000000040011000
PC: 0x0000000080000ff8, INSTR: 0x001a9a93, REG x21: 0x0000000080022000
PC: 0x0000000080000ffc, INSTR: 0x0f8a8a93, REG x21: 0x00000000800220f8
PC: 0x0000000080001000, INSTR: 0xb28aaf03, REG x30: 0x0000000000000000, MEM 0x0000000080021c20
PC: 0x0000000080001004, INSTR: 0x01235cb3, REG x25: 0x0000000000000000
PC: 0x0000000080001008, INSTR: 0x00339b33, REG x22: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x00080537, REG x10: 0x0000000000080000
PC: 0x0000000080001010, INSTR: 0x04d5051b, REG x10: 0x000000000008004d
PC: 0x0000000080001014, INSTR: 0x00c51513, REG x10: 0x000000008004d000
PC: 0x0000000080001018, INSTR: 0x6b350513, REG x10: 0x000000008004d6b3
PC: 0x000000008000101c, INSTR: 0xf5250723, MEM 0x000000008004d601: 0x0000000000000058
PC: 0x0000000080001020, INSTR: 0x0182d7b3, REG x15: 0x000003ffffffffff
PC: 0x0000000080001024, INSTR: 0x0052d433, REG x8: 0x0000000000007fff
PC: 0x0000000080001028, INSTR: 0x975ff06f
PC: 0x000000008000099c, INSTR: 0x02999213, REG x4: 0x5022b80000000000
PC: 0x00000000800009a0, INSTR: 0x019a74b3, REG x9: 0x0000000000000000
PC: 0x00000000800009a4, INSTR: 0x001fd233, REG x4: 0x0000000000000000
PC: 0x00000000800009a8, INSTR: 0x8675de37, REG x28: 0xffffffff8675d000
PC: 0x00000000800009ac, INSTR: 0x018e5c33, REG x24: 0x000003fffffffe19
PC: 0x00000000800009b0, INSTR: 0x00a0d2b3, REG x5: 0x0000000000000000
PC: 0x00000000800009b4, INSTR: 0x1000af37, REG x30: 0x000000001000a000
PC: 0x00000000800009b8, INSTR: 0xd4bf0f1b, REG x30: 0x0000000010009d4b
PC: 0x00000000800009bc, INSTR: 0x003f1f13, REG x30: 0x000000008004ea58
PC: 0x00000000800009c0, INSTR: 0xe0df3423, MEM 0x000000008004e860: 0xffffffffffee8f71
PC: 0x00000000800009c4, INSTR: 0x08005237, REG x4: 0x0000000008005000
PC: 0x00000000800009c8, INSTR: 0x00421213, REG x4: 0x0000000080050000
PC: 0x00000000800009cc, INSTR: 0x1fa20213, REG x4: 0x00000000800501fa
PC: 0x00000000800009d0, INSTR: 0x89520923, MEM 0x000000008004fa8c: 0x00000000000000f8
PC: 0x00000000800009d4, INSTR: 0x20011c37, REG x24: 0x0000000020011000
PC: 0x00000000800009d8, INSTR: 0x002c1c13, REG x24: 0x0000000080044000
PC: 0x00000000800009dc, INSTR: 0x25cc0c13, REG x24: 0x000000008004425c
PC: 0x00000000800009e0, INSTR: 0xf2ac0323, MEM 0x0000000080044182: 0x00000000000000b3
PC: 0x00000000800009e4, INSTR: 0x00f7dc1b, REG x24: 0x000000000001ffff
PC: 0x00000000800009e8, INSTR: 0x003a0fb3, REG x31: 0x000000000001f294
PC: 0x00000000800009ec, INSTR: 0x01255933, REG x18: 0x0000000000000080
PC: 0x00000000800009f0, INSTR: 0x00400513, REG x10: 0x0000000000000004
PC: 0x00000000800009f4, INSTR: 0x00100c93, REG x25: 0x0000000000000001
PC: 0x00000000800009f8, INSTR: 0x0040006f
PC: 0x00000000800009fc, INSTR: 0xfff50513, REG x10: 0x0000000000000003
PC: 0x0000000080000a00, INSTR: 0xff957ee3
PC: 0x00000000800009fc, INSTR: 0xfff50513, REG x10: 0x0000000000000002
PC: 0x0000000080000a00, INSTR: 0xff957ee3
PC: 0x00000000800009fc, INSTR: 0xfff50513, REG x10: 0x0000000000000001
PC: 0x0000000080000a00, INSTR: 0xff957ee3
PC: 0x00000000800009fc, INSTR: 0xfff50513, REG x10: 0x0000000000000000
PC: 0x0000000080000a00, INSTR: 0xff957ee3
PC: 0x0000000080000a04, INSTR: 0x0040006f
PC: 0x0000000080000a08, INSTR: 0x019ad833, REG x16: 0x000000004001107c
PC: 0x0000000080000a0c, INSTR: 0x00825633, REG x12: 0x0000000000000000
PC: 0x0000000080000a10, INSTR: 0x010e4033
PC: 0x0000000080000a14, INSTR: 0x01f05733, REG x14: 0x0000000000000000
PC: 0x0000000080000a18, INSTR: 0x00bed333, REG x6: 0x0000001cbf108541
PC: 0x0000000080000a1c, INSTR: 0xddfb4b13, REG x22: 0xfffffffffffffddf
PC: 0x0000000080000a20, INSTR: 0x0002df33, REG x30: 0x0000000000000000
PC: 0x0000000080000a24, INSTR: 0x01c11d13, REG x26: 0x08004ff000000000
PC: 0x0000000080000a28, INSTR: 0x01661f93, REG x31: 0x0000000000000000
PC: 0x0000000080000a2c, INSTR: 0x20013737, REG x14: 0x0000000020013000
PC: 0x0000000080000a30, INSTR: 0xd737071b, REG x14: 0x0000000020012d73
PC: 0x0000000080000a34, INSTR: 0x00271713, REG x14: 0x000000008004b5cc
PC: 0x0000000080000a38, INSTR: 0x72e75c83, REG x25: 0x0000000000000000, MEM 0x000000008004bcfa
PC: 0x0000000080000a3c, INSTR: 0x01b65433, REG x8: 0x0000000000000000
PC: 0x0000000080000a40, INSTR: 0x0158d0b3, REG x1: 0x0000000000000000
PC: 0x0000000080000a44, INSTR: 0x00400d93, REG x27: 0x0000000000000004
PC: 0x0000000080000a48, INSTR: 0x00100393, REG x7: 0x0000000000000001
PC: 0x0000000080000a4c, INSTR: 0x0040006f
PC: 0x0000000080000a50, INSTR: 0x00a95cb3, REG x25: 0x0000000000000080
PC: 0x0000000080000a54, INSTR: 0x40f404b3, REG x9: 0xfffffc0000000001
PC: 0x0000000080000a58, INSTR: 0x011ad4b3, REG x9: 0x00000000800220f8
PC: 0x0000000080000a5c, INSTR: 0x01b7d333, REG x6: 0x0000003fffffffff
PC: 0x0000000080000a60, INSTR: 0x41e1debb, REG x29: 0x000000000001f294
PC: 0x0000000080000a64, INSTR: 0x008952b3, REG x5: 0x0000000000000080
PC: 0x0000000080000a68, INSTR: 0x01d55b33, REG x22: 0x0000000000000000
PC: 0x0000000080000a6c, INSTR: 0x00263fb3, REG x31: 0x0000000000000001
PC: 0x0000000080000a70, INSTR: 0x01bedcb3, REG x25: 0x0000000000001f29
PC: 0x0000000080000a74, INSTR: 0x40027fb7, REG x31: 0x0000000040027000
PC: 0x0000000080000a78, INSTR: 0x001f9f93, REG x31: 0x000000008004e000
PC: 0x0000000080000a7c, INSTR: 0x465f8f93, REG x31: 0x000000008004e465
PC: 0x0000000080000a80, INSTR: 0xe3bfd403, REG x8: 0x0000000000000000, MEM 0x000000008004e2a0
PC: 0x0000000080000a84, INSTR: 0x9b4fa313, REG x6: 0x0000000000000000
PC: 0x0000000080000a88, INSTR: 0x003b5e33, REG x28: 0x0000000000000000
PC: 0x0000000080000a8c, INSTR: 0xfffd8d93, REG x27: 0x0000000000000003
PC: 0x0000000080000a90, INSTR: 0xfc7dd0e3
PC: 0x0000000080000a50, INSTR: 0x00a95cb3, REG x25: 0x0000000000000080
PC: 0x0000000080000a54, INSTR: 0x40f404b3, REG x9: 0xfffffc0000000001
PC: 0x0000000080000a58, INSTR: 0x011ad4b3, REG x9: 0x00000000800220f8
PC: 0x0000000080000a5c, INSTR: 0x01b7d333, REG x6: 0x0000007fffffffff
PC: 0x0000000080000a60, INSTR: 0x41e1debb, REG x29: 0x000000000001f294
PC: 0x0000000080000a64, INSTR: 0x008952b3, REG x5: 0x0000000000000080
PC: 0x0000000080000a68, INSTR: 0x01d55b33, REG x22: 0x0000000000000000
PC: 0x0000000080000a6c, INSTR: 0x00263fb3, REG x31: 0x0000000000000001
PC: 0x0000000080000a70, INSTR: 0x01bedcb3, REG x25: 0x0000000000003e52
PC: 0x0000000080000a74, INSTR: 0x40027fb7, REG x31: 0x0000000040027000
PC: 0x0000000080000a78, INSTR: 0x001f9f93, REG x31: 0x000000008004e000
PC: 0x0000000080000a7c, INSTR: 0x465f8f93, REG x31: 0x000000008004e465
PC: 0x0000000080000a80, INSTR: 0xe3bfd403, REG x8: 0x0000000000000000, MEM 0x000000008004e2a0
PC: 0x0000000080000a84, INSTR: 0x9b4fa313, REG x6: 0x0000000000000000
PC: 0x0000000080000a88, INSTR: 0x003b5e33, REG x28: 0x0000000000000000
PC: 0x0000000080000a8c, INSTR: 0xfffd8d93, REG x27: 0x0000000000000002
PC: 0x0000000080000a90, INSTR: 0xfc7dd0e3
PC: 0x0000000080000a50, INSTR: 0x00a95cb3, REG x25: 0x0000000000000080
PC: 0x0000000080000a54, INSTR: 0x40f404b3, REG x9: 0xfffffc0000000001
PC: 0x0000000080000a58, INSTR: 0x011ad4b3, REG x9: 0x00000000800220f8
PC: 0x0000000080000a5c, INSTR: 0x01b7d333, REG x6: 0x000000ffffffffff
PC: 0x0000000080000a60, INSTR: 0x41e1debb, REG x29: 0x000000000001f294
PC: 0x0000000080000a64, INSTR: 0x008952b3, REG x5: 0x0000000000000080
PC: 0x0000000080000a68, INSTR: 0x01d55b33, REG x22: 0x0000000000000000
PC: 0x0000000080000a6c, INSTR: 0x00263fb3, REG x31: 0x0000000000000001
PC: 0x0000000080000a70, INSTR: 0x01bedcb3, REG x25: 0x0000000000007ca5
PC: 0x0000000080000a74, INSTR: 0x40027fb7, REG x31: 0x0000000040027000
PC: 0x0000000080000a78, INSTR: 0x001f9f93, REG x31: 0x000000008004e000
PC: 0x0000000080000a7c, INSTR: 0x465f8f93, REG x31: 0x000000008004e465
PC: 0x0000000080000a80, INSTR: 0xe3bfd403, REG x8: 0x0000000000000000, MEM 0x000000008004e2a0
PC: 0x0000000080000a84, INSTR: 0x9b4fa313, REG x6: 0x0000000000000000
PC: 0x0000000080000a88, INSTR: 0x003b5e33, REG x28: 0x0000000000000000
PC: 0x0000000080000a8c, INSTR: 0xfffd8d93, REG x27: 0x0000000000000001
PC: 0x0000000080000a90, INSTR: 0xfc7dd0e3
PC: 0x0000000080000a50, INSTR: 0x00a95cb3, REG x25: 0x0000000000000080
PC: 0x0000000080000a54, INSTR: 0x40f404b3, REG x9: 0xfffffc0000000001
PC: 0x0000000080000a58, INSTR: 0x011ad4b3, REG x9: 0x00000000800220f8
PC: 0x0000000080000a5c, INSTR: 0x01b7d333, REG x6: 0x000001ffffffffff
PC: 0x0000000080000a60, INSTR: 0x41e1debb, REG x29: 0x000000000001f294
PC: 0x0000000080000a64, INSTR: 0x008952b3, REG x5: 0x0000000000000080
PC: 0x0000000080000a68, INSTR: 0x01d55b33, REG x22: 0x0000000000000000
PC: 0x0000000080000a6c, INSTR: 0x00263fb3, REG x31: 0x0000000000000001
PC: 0x0000000080000a70, INSTR: 0x01bedcb3, REG x25: 0x000000000000f94a
PC: 0x0000000080000a74, INSTR: 0x40027fb7, REG x31: 0x0000000040027000
PC: 0x0000000080000a78, INSTR: 0x001f9f93, REG x31: 0x000000008004e000
PC: 0x0000000080000a7c, INSTR: 0x465f8f93, REG x31: 0x000000008004e465
PC: 0x0000000080000a80, INSTR: 0xe3bfd403, REG x8: 0x0000000000000000, MEM 0x000000008004e2a0
PC: 0x0000000080000a84, INSTR: 0x9b4fa313, REG x6: 0x0000000000000000
PC: 0x0000000080000a88, INSTR: 0x003b5e33, REG x28: 0x0000000000000000
PC: 0x0000000080000a8c, INSTR: 0xfffd8d93, REG x27: 0x0000000000000000
PC: 0x0000000080000a90, INSTR: 0xfc7dd0e3
PC: 0x0000000080000a94, INSTR: 0x0040006f
PC: 0x0000000080000a98, INSTR: 0x00000b93, REG x23: 0x0000000000000000
PC: 0x0000000080000a9c, INSTR: 0x00400293, REG x5: 0x0000000000000004
PC: 0x0000000080000aa0, INSTR: 0x0040006f
PC: 0x0000000080000aa4, INSTR: 0x01a4d4bb, REG x9: 0xffffffff800220f8
PC: 0x0000000080000aa8, INSTR: 0x001b8b93, REG x23: 0x0000000000000001
PC: 0x0000000080000aac, INSTR: 0xfe5bece3
PC: 0x0000000080000aa4, INSTR: 0x01a4d4bb, REG x9: 0xffffffff800220f8
PC: 0x0000000080000aa8, INSTR: 0x001b8b93, REG x23: 0x0000000000000002
PC: 0x0000000080000aac, INSTR: 0xfe5bece3
PC: 0x0000000080000aa4, INSTR: 0x01a4d4bb, REG x9: 0xffffffff800220f8
PC: 0x0000000080000aa8, INSTR: 0x001b8b93, REG x23: 0x0000000000000003
PC: 0x0000000080000aac, INSTR: 0xfe5bece3
PC: 0x0000000080000aa4, INSTR: 0x01a4d4bb, REG x9: 0xffffffff800220f8
PC: 0x0000000080000aa8, INSTR: 0x001b8b93, REG x23: 0x0000000000000004
PC: 0x0000000080000aac, INSTR: 0xfe5bece3
PC: 0x0000000080000ab0, INSTR: 0x0040006f
PC: 0x0000000080000ab4, INSTR: 0x20013b37, REG x22: 0x0000000020013000
PC: 0x0000000080000ab8, INSTR: 0xb6fb0b1b, REG x22: 0x0000000020012b6f
PC: 0x0000000080000abc, INSTR: 0x002b1b13, REG x22: 0x000000008004adbc
PC: 0x0000000080000ac0, INSTR: 0x090b4e83, REG x29: 0x0000000000000000, MEM 0x000000008004ae4c
PC: 0x0000000080000ac4, INSTR: 0x00080a37, REG x20: 0x0000000000080000
PC: 0x0000000080000ac8, INSTR: 0x04ba0a1b, REG x20: 0x000000000008004b
PC: 0x0000000080000acc, INSTR: 0x00ca1a13, REG x20: 0x000000008004b000
PC: 0x0000000080000ad0, INSTR: 0x287a0a13, REG x20: 0x000000008004b287
PC: 0x0000000080000ad4, INSTR: 0xe6aa22a3, MEM 0x000000008004b0ec: 0x0000000000000000
PC: 0x0000000080000ad8, INSTR: 0x013e5c33, REG x24: 0x0000000000000000
PC: 0x0000000080000adc, INSTR: 0x0013d0b3, REG x1: 0x0000000000000001
PC: 0x0000000080000ae0, INSTR: 0x019bdd33, REG x26: 0x0000000000000000
PC: 0x0000000080000ae4, INSTR: 0x01fedb33, REG x22: 0x0000000000000000
PC: 0x0000000080000ae8, INSTR: 0x0112d233, REG x4: 0x0000000000000004
PC: 0x0000000080000aec, INSTR: 0x00295eb3, REG x29: 0x0000000000000080
PC: 0x0000000080000af0, INSTR: 0x100090b7, REG x1: 0x0000000010009000
PC: 0x0000000080000af4, INSTR: 0x00309093, REG x1: 0x0000000080048000
PC: 0x0000000080000af8, INSTR: 0x7db08093, REG x1: 0x00000000800487db
PC: 0x0000000080000afc, INSTR: 0x8b10e203, REG x4: 0x0000000000000000, MEM 0x000000008004808c
PC: 0x0000000080000b00, INSTR: 0x2000f637, REG x12: 0x000000002000f000
PC: 0x0000000080000b04, INSTR: 0x00261613, REG x12: 0x000000008003c000
PC: 0x0000000080000b08, INSTR: 0xbc060613, REG x12: 0x000000008003bbc0
PC: 0x0000000080000b0c, INSTR: 0x6bf64583, REG x11: 0x0000000000000000, MEM 0x000000008003c27f
PC: 0x0000000080000b10, INSTR: 0x1640006f
PC: 0x0000000080000c74, INSTR: 0x01c5d033
PC: 0x0000000080000c78, INSTR: 0x000ad0b3, REG x1: 0x00000000800220f8
PC: 0x0000000080000c7c, INSTR: 0x01e65a33, REG x20: 0x000000008003bbc0
PC: 0x0000000080000c80, INSTR: 0x009cd033
PC: 0x0000000080000c84, INSTR: 0x01ac5db3, REG x27: 0x0000000000000000
PC: 0x0000000080000c88, INSTR: 0x01bb51b3, REG x3: 0x0000000000000000
PC: 0x0000000080000c8c, INSTR: 0x9c453093, REG x1: 0x0000000000000001
PC: 0x0000000080000c90, INSTR: 0x008153b3, REG x7: 0x000000008004ff00
PC: 0x0000000080000c94, INSTR: 0x08003db7, REG x27: 0x0000000008003000
PC: 0x0000000080000c98, INSTR: 0x004d9d93, REG x27: 0x0000000080030000
PC: 0x0000000080000c9c, INSTR: 0xe02d8d93, REG x27: 0x000000008002fe02
PC: 0x0000000080000ca0, INSTR: 0xd8ed9d83, REG x27: 0x0000000000000000, MEM 0x000000008002fb90
PC: 0x0000000080000ca4, INSTR: 0x0148a7b3, REG x15: 0x0000000000000001
PC: 0x0000000080000ca8, INSTR: 0x00080fb7, REG x31: 0x0000000000080000
PC: 0x0000000080000cac, INSTR: 0x02ff8f9b, REG x31: 0x000000000008002f
PC: 0x0000000080000cb0, INSTR: 0x00cf9f93, REG x31: 0x000000008002f000
PC: 0x0000000080000cb4, INSTR: 0x837f8f93, REG x31: 0x000000008002e837
PC: 0x0000000080000cb8, INSTR: 0x3b0f8a03, REG x20: 0x0000000000000000, MEM 0x000000008002ebe7
PC: 0x0000000080000cbc, INSTR: 0x6ed50993, REG x19: 0x00000000000006ed
PC: 0x0000000080000cc0, INSTR: 0x00400413, REG x8: 0x0000000000000004
PC: 0x0000000080000cc4, INSTR: 0x00100713, REG x14: 0x0000000000000001
PC: 0x0000000080000cc8, INSTR: 0x0040006f
PC: 0x0000000080000ccc, INSTR: 0x0096d933, REG x18: 0x00000000000000ff
PC: 0x0000000080000cd0, INSTR: 0x00a9a0b3, REG x1: 0x0000000000000000
PC: 0x0000000080000cd4, INSTR: 0x00f75eb3, REG x29: 0x0000000000000000
PC: 0x0000000080000cd8, INSTR: 0xf0cd3d93, REG x27: 0x0000000000000001
PC: 0x0000000080000cdc, INSTR: 0x00c35533, REG x10: 0x0000000000000000
PC: 0x0000000080000ce0, INSTR: 0x98141e37, REG x28: 0xffffffff98141000
PC: 0x0000000080000ce4, INSTR: 0x406006bb, REG x13: 0x0000000000000000
PC: 0x0000000080000ce8, INSTR: 0x00b65233, REG x4: 0x000000008003bbc0
PC: 0x0000000080000cec, INSTR: 0x01855ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000cf0, INSTR: 0x080030b7, REG x1: 0x0000000008003000
PC: 0x0000000080000cf4, INSTR: 0x00409093, REG x1: 0x0000000080030000
PC: 0x0000000080000cf8, INSTR: 0x6af08093, REG x1: 0x00000000800306af
PC: 0x0000000080000cfc, INSTR: 0xa6c093a3, MEM 0x0000000080030116: 0x000000000000bbc0
PC: 0x0000000080000d00, INSTR: 0x016ede33, REG x28: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0xf2eab893, REG x17: 0x0000000000000001
PC: 0x0000000080000d08, INSTR: 0x40065a13, REG x20: 0x000000008003bbc0
PC: 0x0000000080000d0c, INSTR: 0x0040d9b3, REG x19: 0x00000000800306af
PC: 0x0000000080000d10, INSTR: 0xfff40413, REG x8: 0x0000000000000003
PC: 0x0000000080000d14, INSTR: 0x00e56463
PC: 0x0000000080000d1c, INSTR: 0x0088d033
PC: 0x0000000080000d20, INSTR: 0xfae476e3
PC: 0x0000000080000ccc, INSTR: 0x0096d933, REG x18: 0x0000000000000000
PC: 0x0000000080000cd0, INSTR: 0x00a9a0b3, REG x1: 0x0000000000000000
PC: 0x0000000080000cd4, INSTR: 0x00f75eb3, REG x29: 0x0000000000000000
PC: 0x0000000080000cd8, INSTR: 0xf0cd3d93, REG x27: 0x0000000000000001
PC: 0x0000000080000cdc, INSTR: 0x00c35533, REG x10: 0x0000000000000000
PC: 0x0000000080000ce0, INSTR: 0x98141e37, REG x28: 0xffffffff98141000
PC: 0x0000000080000ce4, INSTR: 0x406006bb, REG x13: 0x0000000000000000
PC: 0x0000000080000ce8, INSTR: 0x00b65233, REG x4: 0x000000008003bbc0
PC: 0x0000000080000cec, INSTR: 0x01855ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000cf0, INSTR: 0x080030b7, REG x1: 0x0000000008003000
PC: 0x0000000080000cf4, INSTR: 0x00409093, REG x1: 0x0000000080030000
PC: 0x0000000080000cf8, INSTR: 0x6af08093, REG x1: 0x00000000800306af
PC: 0x0000000080000cfc, INSTR: 0xa6c093a3, MEM 0x0000000080030116: 0x000000000000bbc0
PC: 0x0000000080000d00, INSTR: 0x016ede33, REG x28: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0xf2eab893, REG x17: 0x0000000000000001
PC: 0x0000000080000d08, INSTR: 0x40065a13, REG x20: 0x000000008003bbc0
PC: 0x0000000080000d0c, INSTR: 0x0040d9b3, REG x19: 0x00000000800306af
PC: 0x0000000080000d10, INSTR: 0xfff40413, REG x8: 0x0000000000000002
PC: 0x0000000080000d14, INSTR: 0x00e56463
PC: 0x0000000080000d1c, INSTR: 0x0088d033
PC: 0x0000000080000d20, INSTR: 0xfae476e3
PC: 0x0000000080000ccc, INSTR: 0x0096d933, REG x18: 0x0000000000000000
PC: 0x0000000080000cd0, INSTR: 0x00a9a0b3, REG x1: 0x0000000000000000
PC: 0x0000000080000cd4, INSTR: 0x00f75eb3, REG x29: 0x0000000000000000
PC: 0x0000000080000cd8, INSTR: 0xf0cd3d93, REG x27: 0x0000000000000001
PC: 0x0000000080000cdc, INSTR: 0x00c35533, REG x10: 0x0000000000000000
PC: 0x0000000080000ce0, INSTR: 0x98141e37, REG x28: 0xffffffff98141000
PC: 0x0000000080000ce4, INSTR: 0x406006bb, REG x13: 0x0000000000000000
PC: 0x0000000080000ce8, INSTR: 0x00b65233, REG x4: 0x000000008003bbc0
PC: 0x0000000080000cec, INSTR: 0x01855ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000cf0, INSTR: 0x080030b7, REG x1: 0x0000000008003000
PC: 0x0000000080000cf4, INSTR: 0x00409093, REG x1: 0x0000000080030000
PC: 0x0000000080000cf8, INSTR: 0x6af08093, REG x1: 0x00000000800306af
PC: 0x0000000080000cfc, INSTR: 0xa6c093a3, MEM 0x0000000080030116: 0x000000000000bbc0
PC: 0x0000000080000d00, INSTR: 0x016ede33, REG x28: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0xf2eab893, REG x17: 0x0000000000000001
PC: 0x0000000080000d08, INSTR: 0x40065a13, REG x20: 0x000000008003bbc0
PC: 0x0000000080000d0c, INSTR: 0x0040d9b3, REG x19: 0x00000000800306af
PC: 0x0000000080000d10, INSTR: 0xfff40413, REG x8: 0x0000000000000001
PC: 0x0000000080000d14, INSTR: 0x00e56463
PC: 0x0000000080000d1c, INSTR: 0x0088d033
PC: 0x0000000080000d20, INSTR: 0xfae476e3
PC: 0x0000000080000ccc, INSTR: 0x0096d933, REG x18: 0x0000000000000000
PC: 0x0000000080000cd0, INSTR: 0x00a9a0b3, REG x1: 0x0000000000000000
PC: 0x0000000080000cd4, INSTR: 0x00f75eb3, REG x29: 0x0000000000000000
PC: 0x0000000080000cd8, INSTR: 0xf0cd3d93, REG x27: 0x0000000000000001
PC: 0x0000000080000cdc, INSTR: 0x00c35533, REG x10: 0x0000000000000000
PC: 0x0000000080000ce0, INSTR: 0x98141e37, REG x28: 0xffffffff98141000
PC: 0x0000000080000ce4, INSTR: 0x406006bb, REG x13: 0x0000000000000000
PC: 0x0000000080000ce8, INSTR: 0x00b65233, REG x4: 0x000000008003bbc0
PC: 0x0000000080000cec, INSTR: 0x01855ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000cf0, INSTR: 0x080030b7, REG x1: 0x0000000008003000
PC: 0x0000000080000cf4, INSTR: 0x00409093, REG x1: 0x0000000080030000
PC: 0x0000000080000cf8, INSTR: 0x6af08093, REG x1: 0x00000000800306af
PC: 0x0000000080000cfc, INSTR: 0xa6c093a3, MEM 0x0000000080030116: 0x000000000000bbc0
PC: 0x0000000080000d00, INSTR: 0x016ede33, REG x28: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0xf2eab893, REG x17: 0x0000000000000001
PC: 0x0000000080000d08, INSTR: 0x40065a13, REG x20: 0x000000008003bbc0
PC: 0x0000000080000d0c, INSTR: 0x0040d9b3, REG x19: 0x00000000800306af
PC: 0x0000000080000d10, INSTR: 0xfff40413, REG x8: 0x0000000000000000
PC: 0x0000000080000d14, INSTR: 0x00e56463
PC: 0x0000000080000d1c, INSTR: 0x0088d033
PC: 0x0000000080000d20, INSTR: 0xfae476e3
PC: 0x0000000080000d24, INSTR: 0x0040006f
PC: 0x0000000080000d28, INSTR: 0x003f5ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000d2c, INSTR: 0x00fed033
PC: 0x0000000080000d30, INSTR: 0x00400313, REG x6: 0x0000000000000004
PC: 0x0000000080000d34, INSTR: 0x00100593, REG x11: 0x0000000000000001
PC: 0x0000000080000d38, INSTR: 0x0040006f
PC: 0x0000000080000d3c, INSTR: 0x01bad033
PC: 0x0000000080000d40, INSTR: 0x40019db7, REG x27: 0x0000000040019000
PC: 0x0000000080000d44, INSTR: 0x001d9d93, REG x27: 0x0000000080032000
PC: 0x0000000080000d48, INSTR: 0x6d4d8d93, REG x27: 0x00000000800326d4
PC: 0x0000000080000d4c, INSTR: 0x0fed9403, REG x8: 0x0000000000000000, MEM 0x00000000800327d2
PC: 0x0000000080000d50, INSTR: 0x01bee6b3, REG x13: 0x00000000800326d4
PC: 0x0000000080000d54, INSTR: 0x016853b3, REG x7: 0x000000004001107c
PC: 0x0000000080000d58, INSTR: 0x011c5433, REG x8: 0x0000000000000000
PC: 0x0000000080000d5c, INSTR: 0x001a5ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000d60, INSTR: 0x004cdab3, REG x21: 0x000000000000f94a
PC: 0x0000000080000d64, INSTR: 0x00f2dcb3, REG x25: 0x0000000000000002
PC: 0x0000000080000d68, INSTR: 0x000ad4b3, REG x9: 0x000000000000f94a
PC: 0x0000000080000d6c, INSTR: 0x00df5433, REG x8: 0x0000000000000000
PC: 0x0000000080000d70, INSTR: 0x00645bb3, REG x23: 0x0000000000000000
PC: 0x0000000080000d74, INSTR: 0x0132dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000d78, INSTR: 0x01475633, REG x12: 0x0000000000000001
PC: 0x0000000080000d7c, INSTR: 0x40025c37, REG x24: 0x0000000040025000
PC: 0x0000000080000d80, INSTR: 0x001c1c13, REG x24: 0x000000008004a000
PC: 0x0000000080000d84, INSTR: 0x937c0c13, REG x24: 0x0000000080049937
PC: 0x0000000080000d88, INSTR: 0xca6c02a3, MEM 0x00000000800495dc: 0x0000000000000004
PC: 0x0000000080000d8c, INSTR: 0xfff30313, REG x6: 0x0000000000000003
PC: 0x0000000080000d90, INSTR: 0xfab356e3
PC: 0x0000000080000d3c, INSTR: 0x01bad033
PC: 0x0000000080000d40, INSTR: 0x40019db7, REG x27: 0x0000000040019000
PC: 0x0000000080000d44, INSTR: 0x001d9d93, REG x27: 0x0000000080032000
PC: 0x0000000080000d48, INSTR: 0x6d4d8d93, REG x27: 0x00000000800326d4
PC: 0x0000000080000d4c, INSTR: 0x0fed9403, REG x8: 0x0000000000000000, MEM 0x00000000800327d2
PC: 0x0000000080000d50, INSTR: 0x01bee6b3, REG x13: 0x00000000800326d4
PC: 0x0000000080000d54, INSTR: 0x016853b3, REG x7: 0x000000004001107c
PC: 0x0000000080000d58, INSTR: 0x011c5433, REG x8: 0x0000000040024c9b
PC: 0x0000000080000d5c, INSTR: 0x001a5ab3, REG x21: 0x0000000000000000
PC: 0x0000000080000d60, INSTR: 0x004cdab3, REG x21: 0x0000000000000002
PC: 0x0000000080000d64, INSTR: 0x00f2dcb3, REG x25: 0x0000000000000002
PC: 0x0000000080000d68, INSTR: 0x000ad4b3, REG x9: 0x0000000000000002
