PC: 0x0000000080000000, INSTR: 0x080052b7, REG x5: 0x0000000008005000
PC: 0x000000008000009c, INSTR: 0x00e09093, REG x1: 0x0000061bc1fc4000
PC: 0x00000000800000a0, INSTR: 0x95b08093, REG x1: 0x0000061bc1fc395b
PC: 0x00000000800000a4, INSTR: 0x01309093, REG x1: 0x30de0fe1cad80000
PC: 0x00000000800000a8, INSTR: 0x57b08093, REG x1: 0x30de0fe1cad8057b
PC: 0x00000000800000ac, INSTR: 0x00109093, REG x1: 0x61bc1fc395b00af6
PC: 0x00000000800000b0, INSTR: 0xff34f1b7, REG x3: 0xffffffffff34f000
PC: 0x00000000800000b4, INSTR: 0x9371819b, REG x3: 0xffffffffff34e937
PC: 0x00000000800000b8, INSTR: 0x00c19193, REG x3: 0xfffffff34e937000
PC: 0x00000000800000bc, INSTR: 0x91118193, REG x3: 0xfffffff34e936911
PC: 0x00000000800000c0, INSTR: 0x00e19193, REG x3: 0xfffcd3a4da444000
PC: 0x00000000800000c4, INSTR: 0xfe318193, REG x3: 0xfffcd3a4da443fe3
PC: 0x00000000800000c8, INSTR: 0x00c19193, REG x3: 0xcd3a4da443fe3000
PC: 0x00000000800000cc, INSTR: 0x5e418193, REG x3: 0xcd3a4da443fe35e4
PC: 0x00000000800000d0, INSTR: 0xff08c237, REG x4: 0xffffffffff08c000
PC: 0x00000000800000d4, INSTR: 0xf4b2021b, REG x4: 0xffffffffff08bf4b
PC: 0x00000000800000d8, INSTR: 0x00d21213, REG x4: 0xffffffe117e96000
PC: 0x00000000800000dc, INSTR: 0x9dd20213, REG x4: 0xffffffe117e959dd
PC: 0x00000000800000e0, INSTR: 0x00e21213, REG x4: 0xfff845fa56774000
PC: 0x00000000800000e4, INSTR: 0xf4b20213, REG x4: 0xfff845fa56773f4b
PC: 0x00000000800000e8, INSTR: 0x00c21213, REG x4: 0x845fa56773f4b000
PC: 0x00000000800000ec, INSTR: 0x47220213, REG x4: 0x845fa56773f4b472
PC: 0x00000000800000f0, INSTR: 0xff3062b7, REG x5: 0xffffffffff306000
PC: 0x00000000800000f4, INSTR: 0x1c12829b, REG x5: 0xffffffffff3061c1
PC: 0x00000000800000f8, INSTR: 0x00d29293, REG x5: 0xffffffe60c382000
PC: 0x00000000800000fc, INSTR: 0x5a928293, REG x5: 0xffffffe60c3825a9
PC: 0x0000000080000100, INSTR: 0x00e29293, REG x5: 0xfff9830e096a4000
PC: 0x0000000080000104, INSTR: 0x9cd28293, REG x5: 0xfff9830e096a39cd
PC: 0x0000000080000108, INSTR: 0x00c29293, REG x5: 0x9830e096a39cd000
PC: 0x000000008000010c, INSTR: 0x46228293, REG x5: 0x9830e096a39cd462
PC: 0x0000000080000110, INSTR: 0x026a6337, REG x6: 0x00000000026a6000
PC: 0x0000000080000114, INSTR: 0xe633031b, REG x6: 0x00000000026a5e63
PC: 0x0000000080000118, INSTR: 0x00c31313, REG x6: 0x00000026a5e63000
PC: 0x000000008000011c, INSTR: 0x30d30313, REG x6: 0x00000026a5e6330d
PC: 0x0000000080000120, INSTR: 0x00c31313, REG x6: 0x00026a5e6330d000
PC: 0x0000000080000124, INSTR: 0x48130313, REG x6: 0x00026a5e6330d481
PC: 0x0000000080000128, INSTR: 0x00c31313, REG x6: 0x26a5e6330d481000
PC: 0x000000008000012c, INSTR: 0x74930313, REG x6: 0x26a5e6330d481749
PC: 0x0000000080000130, INSTR: 0xffdff3b7, REG x7: 0xffffffffffdff000
PC: 0x0000000080000134, INSTR: 0xaa33839b, REG x7: 0xffffffffffdfeaa3
PC: 0x0000000080000138, INSTR: 0x00c39393, REG x7: 0xfffffffdfeaa3000
PC: 0x000000008000013c, INSTR: 0x85f38393, REG x7: 0xfffffffdfeaa285f
PC: 0x0000000080000140, INSTR: 0x00d39393, REG x7: 0xffffbfd5450be000
PC: 0x0000000080000144, INSTR: 0xbb138393, REG x7: 0xffffbfd5450bdbb1
PC: 0x0000000080000148, INSTR: 0x01039393, REG x7: 0xbfd5450bdbb10000
PC: 0x000000008000014c, INSTR: 0xf1b38393, REG x7: 0xbfd5450bdbb0ff1b
PC: 0x0000000080000150, INSTR: 0xff77e437, REG x8: 0xffffffffff77e000
PC: 0x0000000080000154, INSTR: 0x7434041b, REG x8: 0xffffffffff77e743
PC: 0x0000000080000158, INSTR: 0x00c41413, REG x8: 0xfffffff77e743000
PC: 0x000000008000015c, INSTR: 0x37f40413, REG x8: 0xfffffff77e74337f
PC: 0x0000000080000160, INSTR: 0x00d41413, REG x8: 0xfffeefce866fe000
PC: 0x0000000080000164, INSTR: 0xc6140413, REG x8: 0xfffeefce866fdc61
PC: 0x0000000080000168, INSTR: 0x00d41413, REG x8: 0xddf9d0cdfb8c2000
PC: 0x000000008000016c, INSTR: 0x9b940413, REG x8: 0xddf9d0cdfb8c19b9
PC: 0x0000000080000170, INSTR: 0xfeedd4b7, REG x9: 0xfffffffffeedd000
PC: 0x0000000080000174, INSTR: 0x03b4849b, REG x9: 0xfffffffffeedd03b
PC: 0x0000000080000178, INSTR: 0x00d49493, REG x9: 0xffffffddba076000
PC: 0x000000008000017c, INSTR: 0x96548493, REG x9: 0xffffffddba075965
PC: 0x0000000080000180, INSTR: 0x00d49493, REG x9: 0xfffbb740eb2ca000
PC: 0x0000000080000184, INSTR: 0xb9548493, REG x9: 0xfffbb740eb2c9b95
PC: 0x0000000080000188, INSTR: 0x00c49493, REG x9: 0xbb740eb2c9b95000
PC: 0x000000008000018c, INSTR: 0x0a348493, REG x9: 0xbb740eb2c9b950a3
PC: 0x0000000080000190, INSTR: 0xff19d537, REG x10: 0xffffffffff19d000
PC: 0x0000000080000194, INSTR: 0xb2d5051b, REG x10: 0xffffffffff19cb2d
PC: 0x0000000080000198, INSTR: 0x00e51513, REG x10: 0xffffffc672cb4000
PC: 0x000000008000019c, INSTR: 0xd4f50513, REG x10: 0xffffffc672cb3d4f
PC: 0x00000000800001a0, INSTR: 0x00c51513, REG x10: 0xfffc672cb3d4f000
PC: 0x00000000800001a4, INSTR: 0x9db50513, REG x10: 0xfffc672cb3d4e9db
PC: 0x00000000800001a8, INSTR: 0x00d51513, REG x10: 0x8ce5967a9d3b6000
PC: 0x00000000800001ac, INSTR: 0x63a50513, REG x10: 0x8ce5967a9d3b663a
PC: 0x00000000800001b0, INSTR: 0x8182b5b7, REG x11: 0xffffffff8182b000
PC: 0x00000000800001b4, INSTR: 0x00359593, REG x11: 0xfffffffc0c158000
PC: 0x00000000800001b8, INSTR: 0xfc958593, REG x11: 0xfffffffc0c157fc9
PC: 0x00000000800001bc, INSTR: 0x01059593, REG x11: 0xfffc0c157fc90000
PC: 0x00000000800001c0, INSTR: 0x7fd58593, REG x11: 0xfffc0c157fc907fd
PC: 0x00000000800001c4, INSTR: 0x00d59593, REG x11: 0x8182aff920ffa000
PC: 0x00000000800001c8, INSTR: 0xc3c58593, REG x11: 0x8182aff920ff9c3c
PC: 0x00000000800001cc, INSTR: 0x02291637, REG x12: 0x0000000002291000
PC: 0x00000000800001d0, INSTR: 0x4416061b, REG x12: 0x0000000002291441
PC: 0x00000000800001d4, INSTR: 0x00d61613, REG x12: 0x0000004522882000
PC: 0x00000000800001d8, INSTR: 0x90560613, REG x12: 0x0000004522881905
PC: 0x00000000800001dc, INSTR: 0x00c61613, REG x12: 0x0004522881905000
PC: 0x00000000800001e0, INSTR: 0x96960613, REG x12: 0x0004522881904969
PC: 0x00000000800001e4, INSTR: 0x00c61613, REG x12: 0x4522881904969000
PC: 0x00000000800001e8, INSTR: 0x95960613, REG x12: 0x4522881904968959
PC: 0x00000000800001ec, INSTR: 0xffc096b7, REG x13: 0xffffffffffc09000
PC: 0x00000000800001f0, INSTR: 0x5636869b, REG x13: 0xffffffffffc09563
PC: 0x00000000800001f4, INSTR: 0x00c69693, REG x13: 0xfffffffc09563000
PC: 0x00000000800001f8, INSTR: 0xdb168693, REG x13: 0xfffffffc09562db1
PC: 0x00000000800001fc, INSTR: 0x00d69693, REG x13: 0xffff812ac5b62000
PC: 0x0000000080000200, INSTR: 0x78b68693, REG x13: 0xffff812ac5b6278b
PC: 0x0000000080000204, INSTR: 0x00d69693, REG x13: 0xf02558b6c4f16000
PC: 0x0000000080000208, INSTR: 0x65568693, REG x13: 0xf02558b6c4f16655
PC: 0x000000008000020c, INSTR: 0xfff42737, REG x14: 0xfffffffffff42000
PC: 0x0000000080000210, INSTR: 0xe677071b, REG x14: 0xfffffffffff41e67
PC: 0x0000000080000214, INSTR: 0x00d71713, REG x14: 0xfffffffe83cce000
PC: 0x0000000080000218, INSTR: 0xd3970713, REG x14: 0xfffffffe83ccdd39
PC: 0x000000008000021c, INSTR: 0x00c71713, REG x14: 0xffffe83ccdd39000
PC: 0x0000000080000220, INSTR: 0x83770713, REG x14: 0xffffe83ccdd38837
PC: 0x0000000080000224, INSTR: 0x00f71713, REG x14: 0xf41e66e9c41b8000
PC: 0x0000000080000228, INSTR: 0x5ac70713, REG x14: 0xf41e66e9c41b85ac
PC: 0x000000008000022c, INSTR: 0x006817b7, REG x15: 0x0000000000681000
PC: 0x0000000080000230, INSTR: 0xaff7879b, REG x15: 0x0000000000680aff
PC: 0x0000000080000234, INSTR: 0x00d79793, REG x15: 0x0000000d015fe000
PC: 0x0000000080000238, INSTR: 0x4f578793, REG x15: 0x0000000d015fe4f5
PC: 0x000000008000023c, INSTR: 0x00c79793, REG x15: 0x0000d015fe4f5000
PC: 0x0000000080000240, INSTR: 0x25978793, REG x15: 0x0000d015fe4f5259
PC: 0x0000000080000244, INSTR: 0x00f79793, REG x15: 0x680aff27a92c8000
PC: 0x0000000080000248, INSTR: 0xb5178793, REG x15: 0x680aff27a92c7b51
PC: 0x000000008000024c, INSTR: 0x7ba2d837, REG x16: 0x000000007ba2d000
PC: 0x0000000080000250, INSTR: 0x46f8081b, REG x16: 0x000000007ba2d46f
PC: 0x0000000080000254, INSTR: 0x01481813, REG x16: 0x0007ba2d46f00000
PC: 0x0000000080000258, INSTR: 0x92980813, REG x16: 0x0007ba2d46eff929
PC: 0x000000008000025c, INSTR: 0x00c81813, REG x16: 0x7ba2d46eff929000
PC: 0x0000000080000260, INSTR: 0xf4280813, REG x16: 0x7ba2d46eff928f42
PC: 0x0000000080000264, INSTR: 0xc16558b7, REG x17: 0xffffffffc1655000
PC: 0x0000000080000268, INSTR: 0x0778889b, REG x17: 0xffffffffc1655077
PC: 0x000000008000026c, INSTR: 0x01289893, REG x17: 0xffff059541dc0000
PC: 0x0000000080000270, INSTR: 0x99b88893, REG x17: 0xffff059541dbf99b
PC: 0x0000000080000274, INSTR: 0x00c89893, REG x17: 0xf059541dbf99b000
PC: 0x0000000080000278, INSTR: 0xe8d88893, REG x17: 0xf059541dbf99ae8d
PC: 0x000000008000027c, INSTR: 0x0018d893, REG x17: 0x782caa0edfccd746
PC: 0x0000000080000280, INSTR: 0x03ea4937, REG x18: 0x0000000003ea4000
PC: 0x0000000080000284, INSTR: 0x3099091b, REG x18: 0x0000000003ea4309
PC: 0x0000000080000288, INSTR: 0x00c91913, REG x18: 0x0000003ea4309000
PC: 0x000000008000028c, INSTR: 0x2bb90913, REG x18: 0x0000003ea43092bb
PC: 0x0000000080000290, INSTR: 0x00c91913, REG x18: 0x0003ea43092bb000
PC: 0x0000000080000294, INSTR: 0x8bd90913, REG x18: 0x0003ea43092ba8bd
PC: 0x0000000080000298, INSTR: 0x00d91913, REG x18: 0x7d4861257517a000
PC: 0x000000008000029c, INSTR: 0x08890913, REG x18: 0x7d4861257517a088
PC: 0x00000000800002a0, INSTR: 0x94a039b7, REG x19: 0xffffffff94a03000
PC: 0x00000000800002a4, INSTR: 0xc9b9899b, REG x19: 0xffffffff94a02c9b
PC: 0x00000000800002a8, INSTR: 0x01099993, REG x19: 0xffff94a02c9b0000
PC: 0x00000000800002ac, INSTR: 0x28198993, REG x19: 0xffff94a02c9b0281
PC: 0x00000000800002b0, INSTR: 0x00c99993, REG x19: 0xf94a02c9b0281000
PC: 0x00000000800002b4, INSTR: 0x15c98993, REG x19: 0xf94a02c9b028115c
PC: 0x00000000800002b8, INSTR: 0x02ee6a37, REG x20: 0x0000000002ee6000
PC: 0x00000000800002bc, INSTR: 0x8eba0a1b, REG x20: 0x0000000002ee58eb
PC: 0x00000000800002c0, INSTR: 0x00ca1a13, REG x20: 0x0000002ee58eb000
PC: 0x00000000800002c4, INSTR: 0xdbba0a13, REG x20: 0x0000002ee58eadbb
PC: 0x00000000800002c8, INSTR: 0x00da1a13, REG x20: 0x0005dcb1d5b76000
PC: 0x00000000800002cc, INSTR: 0x7bfa0a13, REG x20: 0x0005dcb1d5b767bf
PC: 0x00000000800002d0, INSTR: 0x00ca1a13, REG x20: 0x5dcb1d5b767bf000
PC: 0x00000000800002d4, INSTR: 0x8dfa0a13, REG x20: 0x5dcb1d5b767be8df
PC: 0x00000000800002d8, INSTR: 0x002b9ab7, REG x21: 0x00000000002b9000
PC: 0x00000000800002dc, INSTR: 0x4aba8a9b, REG x21: 0x00000000002b94ab
PC: 0x00000000800002e0, INSTR: 0x010a9a93, REG x21: 0x0000002b94ab0000
PC: 0x00000000800002e4, INSTR: 0x247a8a93, REG x21: 0x0000002b94ab0247
PC: 0x00000000800002e8, INSTR: 0x00ca9a93, REG x21: 0x0002b94ab0247000
PC: 0x00000000800002ec, INSTR: 0xfb9a8a93, REG x21: 0x0002b94ab0246fb9
PC: 0x00000000800002f0, INSTR: 0x00ca9a93, REG x21: 0x2b94ab0246fb9000
PC: 0x00000000800002f4, INSTR: 0xb82a8a93, REG x21: 0x2b94ab0246fb8b82
PC: 0x00000000800002f8, INSTR: 0x39e4cb37, REG x22: 0x0000000039e4c000
PC: 0x00000000800002fc, INSTR: 0x8e9b0b1b, REG x22: 0x0000000039e4b8e9
PC: 0x0000000080000300, INSTR: 0x00db1b13, REG x22: 0x0000073c971d2000
PC: 0x0000000080000304, INSTR: 0x9d7b0b13, REG x22: 0x0000073c971d19d7
PC: 0x0000000080000308, INSTR: 0x010b1b13, REG x22: 0x073c971d19d70000
PC: 0x000000008000030c, INSTR: 0xe55b0b13, REG x22: 0x073c971d19d6fe55
PC: 0x0000000080000310, INSTR: 0xfa9f2bb7, REG x23: 0xfffffffffa9f2000
PC: 0x0000000080000314, INSTR: 0xbd5b8b9b, REG x23: 0xfffffffffa9f1bd5
PC: 0x0000000080000318, INSTR: 0x00cb9b93, REG x23: 0xffffffa9f1bd5000
PC: 0x000000008000031c, INSTR: 0x2abb8b93, REG x23: 0xffffffa9f1bd52ab
PC: 0x0000000080000320, INSTR: 0x00cb9b93, REG x23: 0xfffa9f1bd52ab000
PC: 0x0000000080000324, INSTR: 0x8f1b8b93, REG x23: 0xfffa9f1bd52aa8f1
PC: 0x0000000080000328, INSTR: 0x00cb9b93, REG x23: 0xa9f1bd52aa8f1000
PC: 0x000000008000032c, INSTR: 0x18cb8b93, REG x23: 0xa9f1bd52aa8f118c
PC: 0x0000000080000330, INSTR: 0x00254c37, REG x24: 0x0000000000254000
PC: 0x0000000080000334, INSTR: 0x499c0c1b, REG x24: 0x0000000000254499
PC: 0x0000000080000338, INSTR: 0x010c1c13, REG x24: 0x0000002544990000
PC: 0x000000008000033c, INSTR: 0x559c0c13, REG x24: 0x0000002544990559
PC: 0x0000000080000340, INSTR: 0x00cc1c13, REG x24: 0x0002544990559000
PC: 0x0000000080000344, INSTR: 0xcd1c0c13, REG x24: 0x0002544990558cd1
PC: 0x0000000080000348, INSTR: 0x00dc1c13, REG x24: 0x4a89320ab19a2000
PC: 0x000000008000034c, INSTR: 0x32ec0c13, REG x24: 0x4a89320ab19a232e
PC: 0x0000000080000350, INSTR: 0xfe6fecb7, REG x25: 0xfffffffffe6fe000
PC: 0x0000000080000354, INSTR: 0x96fc8c9b, REG x25: 0xfffffffffe6fd96f
PC: 0x0000000080000358, INSTR: 0x00cc9c93, REG x25: 0xffffffe6fd96f000
PC: 0x000000008000035c, INSTR: 0xf6fc8c93, REG x25: 0xffffffe6fd96ef6f
PC: 0x0000000080000360, INSTR: 0x00cc9c93, REG x25: 0xfffe6fd96ef6f000
PC: 0x0000000080000364, INSTR: 0x8f7c8c93, REG x25: 0xfffe6fd96ef6e8f7
PC: 0x0000000080000368, INSTR: 0x00ec9c93, REG x25: 0x9bf65bbdba3dc000
PC: 0x000000008000036c, INSTR: 0x6afc8c93, REG x25: 0x9bf65bbdba3dc6af
PC: 0x0000000080000370, INSTR: 0x002d3d37, REG x26: 0x00000000002d3000
PC: 0x0000000080000374, INSTR: 0xfcfd0d1b, REG x26: 0x00000000002d2fcf
PC: 0x0000000080000378, INSTR: 0x00cd1d13, REG x26: 0x00000002d2fcf000
PC: 0x000000008000037c, INSTR: 0x04fd0d13, REG x26: 0x00000002d2fcf04f
PC: 0x0000000080000380, INSTR: 0x00dd1d13, REG x26: 0x00005a5f9e09e000
PC: 0x0000000080000384, INSTR: 0xc73d0d13, REG x26: 0x00005a5f9e09dc73
PC: 0x0000000080000388, INSTR: 0x00ed1d13, REG x26: 0x1697e782771cc000
PC: 0x000000008000038c, INSTR: 0xaccd0d13, REG x26: 0x1697e782771cbacc
PC: 0x0000000080000390, INSTR: 0x7577bdb7, REG x27: 0x000000007577b000
PC: 0x0000000080000394, INSTR: 0x003d9d93, REG x27: 0x00000003abbd8000
PC: 0x0000000080000398, INSTR: 0x5d1d8d93, REG x27: 0x00000003abbd85d1
PC: 0x000000008000039c, INSTR: 0x00ed9d93, REG x27: 0x0000eaef61744000
PC: 0x00000000800003a0, INSTR: 0x1e5d8d93, REG x27: 0x0000eaef617441e5
PC: 0x00000000800003a4, INSTR: 0x00cd9d93, REG x27: 0x0eaef617441e5000
PC: 0x00000000800003a8, INSTR: 0xb9ad8d93, REG x27: 0x0eaef617441e4b9a
PC: 0x00000000800003ac, INSTR: 0x01351e37, REG x28: 0x0000000001351000
PC: 0x00000000800003b0, INSTR: 0xe43e0e1b, REG x28: 0x0000000001350e43
PC: 0x00000000800003b4, INSTR: 0x00ce1e13, REG x28: 0x0000001350e43000
PC: 0x00000000800003b8, INSTR: 0x373e0e13, REG x28: 0x0000001350e43373
PC: 0x00000000800003bc, INSTR: 0x00ce1e13, REG x28: 0x0001350e43373000
PC: 0x00000000800003c0, INSTR: 0xdc7e0e13, REG x28: 0x0001350e43372dc7
PC: 0x00000000800003c4, INSTR: 0x00ee1e13, REG x28: 0x4d4390cdcb71c000
PC: 0x00000000800003c8, INSTR: 0xfcce0e13, REG x28: 0x4d4390cdcb71bfcc
PC: 0x00000000800003cc, INSTR: 0x72fc4eb7, REG x29: 0x0000000072fc4000
PC: 0x00000000800003d0, INSTR: 0x215e8e9b, REG x29: 0x0000000072fc4215
PC: 0x00000000800003d4, INSTR: 0x00fe9e93, REG x29: 0x0000397e210a8000
PC: 0x00000000800003d8, INSTR: 0x2c1e8e93, REG x29: 0x0000397e210a82c1
PC: 0x00000000800003dc, INSTR: 0x00de9e93, REG x29: 0x072fc42150582000
PC: 0x00000000800003e0, INSTR: 0x525e8e93, REG x29: 0x072fc42150582525
PC: 0x00000000800003e4, INSTR: 0xffa04f37, REG x30: 0xffffffffffa04000
PC: 0x00000000800003e8, INSTR: 0xee5f0f1b, REG x30: 0xffffffffffa03ee5
PC: 0x00000000800003ec, INSTR: 0x00df1f13, REG x30: 0xfffffff407dca000
PC: 0x00000000800003f0, INSTR: 0x1cff0f13, REG x30: 0xfffffff407dca1cf
PC: 0x00000000800003f4, INSTR: 0x00df1f13, REG x30: 0xfffe80fb9439e000
PC: 0x00000000800003f8, INSTR: 0x507f0f13, REG x30: 0xfffe80fb9439e507
PC: 0x00000000800003fc, INSTR: 0x00df1f13, REG x30: 0xd01f72873ca0e000
PC: 0x0000000080000400, INSTR: 0x14df0f13, REG x30: 0xd01f72873ca0e14d
PC: 0x0000000080000404, INSTR: 0xfe3d6fb7, REG x31: 0xfffffffffe3d6000
PC: 0x0000000080000408, INSTR: 0x76ff8f9b, REG x31: 0xfffffffffe3d676f
PC: 0x000000008000040c, INSTR: 0x00ef9f93, REG x31: 0xffffff8f59dbc000
PC: 0x0000000080000410, INSTR: 0x37ff8f93, REG x31: 0xffffff8f59dbc37f
PC: 0x0000000080000414, INSTR: 0x00cf9f93, REG x31: 0xfff8f59dbc37f000
PC: 0x0000000080000418, INSTR: 0xd21f8f93, REG x31: 0xfff8f59dbc37ed21
PC: 0x000000008000041c, INSTR: 0x00cf9f93, REG x31: 0x8f59dbc37ed21000
PC: 0x0000000080000420, INSTR: 0xb6af8f93, REG x31: 0x8f59dbc37ed20b6a
PC: 0x0000000080000424, INSTR: 0x20011bb7, REG x23: 0x0000000020011000
PC: 0x0000000080000428, INSTR: 0xb7bb8b9b, REG x23: 0x0000000020010b7b
PC: 0x000000008000042c, INSTR: 0x002b9b93, REG x23: 0x0000000080042dec
PC: 0x0000000080000430, INSTR: 0x30cbb883, REG x17: 0x0000000000000000, MEM 0x00000000800430f8
PC: 0x0000000080000434, INSTR: 0x40019237, REG x4: 0x0000000040019000
PC: 0x0000000080000438, INSTR: 0xb6d2021b, REG x4: 0x0000000040018b6d
PC: 0x000000008000043c, INSTR: 0x00121213, REG x4: 0x00000000800316da
PC: 0x0000000080000440, INSTR: 0x09722f23, MEM 0x0000000080031778: 0x0000000080042dec
PC: 0x0000000080000444, INSTR: 0x0188d2b3, REG x5: 0x0000000000000000
PC: 0x0000000080000448, INSTR: 0x006bda33, REG x20: 0x0000000000400216
PC: 0x000000008000044c, INSTR: 0x009f5e33, REG x28: 0x000000001a03ee50
PC: 0x0000000080000450, INSTR: 0x005dd4b3, REG x9: 0x0eaef617441e4b9a
PC: 0x0000000080000454, INSTR: 0x00b01463
PC: 0x000000008000045c, INSTR: 0x40a281bb, REG x3: 0x0000000062c499c6
PC: 0x0000000080000460, INSTR: 0x40acd29b, REG x5: 0xffffffffffee8f71
PC: 0x0000000080000464, INSTR: 0x017dd5b3, REG x11: 0x000000000000eaef
PC: 0x0000000080000468, INSTR: 0x00ab50b3, REG x1: 0x0000000000000001
PC: 0x000000008000046c, INSTR: 0x00cdd533, REG x10: 0x00000007577b0ba2
PC: 0x0000000080000470, INSTR: 0x35413193, REG x3: 0x0000000000000000
PC: 0x0000000080000474, INSTR: 0x00365b33, REG x22: 0x4522881904968959
PC: 0x0000000080000478, INSTR: 0x015bd4b3, REG x9: 0x0000000020010b7b
PC: 0x000000008000047c, INSTR: 0x017ed0b3, REG x1: 0x00000000000072fc
PC: 0x0000000080000480, INSTR: 0x689000ef, REG x1: 0x0000000080000484
PC: 0x0000000080001308, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x000000008000130c, INSTR: 0x01713023, MEM 0x000000008004fef0: 0x0000000080042dec
PC: 0x0000000080001310, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001314, INSTR: 0x01213023, MEM 0x000000008004fee0: 0x7d4861257517a088
PC: 0x0000000080001318, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x000000008000131c, INSTR: 0x01b13023, MEM 0x000000008004fed0: 0x0eaef617441e4b9a
PC: 0x0000000080001320, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001324, INSTR: 0x01613023, MEM 0x000000008004fec0: 0x4522881904968959
PC: 0x0000000080001328, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x000000008000132c, INSTR: 0x00313023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x0000000080001330, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001334, INSTR: 0x01813023, MEM 0x000000008004fea0: 0x4a89320ab19a232e
PC: 0x0000000080001338, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x000000008000133c, INSTR: 0x01f13023, MEM 0x000000008004fe90: 0x8f59dbc37ed20b6a
PC: 0x0000000080001340, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001344, INSTR: 0x00713023, MEM 0x000000008004fe80: 0xbfd5450bdbb0ff1b
PC: 0x0000000080001348, INSTR: 0x00a4d933, REG x18: 0x0000000000000000
PC: 0x000000008000134c, INSTR: 0x4001e3b7, REG x7: 0x000000004001e000
PC: 0x0000000080001350, INSTR: 0x5a73839b, REG x7: 0x000000004001e5a7
