PC: 0x0000000080000000, INSTR: 0x08005637, REG x12: 0x0000000008005000
PC: 0x0000000080001200, INSTR: 0x01813023, MEM 0x000000008004fe60: 0x000000004001f097
PC: 0x0000000080001204, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x0000000080001208, INSTR: 0x00713023, MEM 0x000000008004fe50: 0x0000000000000001
PC: 0x000000008000120c, INSTR: 0x00ea8233, REG x4: 0x00000000800442ca
PC: 0x0000000080001210, INSTR: 0x00080bb7, REG x23: 0x0000000000080000
PC: 0x0000000080001214, INSTR: 0x045b8b9b, REG x23: 0x0000000000080045
PC: 0x0000000080001218, INSTR: 0x00cb9b93, REG x23: 0x0000000080045000
PC: 0x000000008000121c, INSTR: 0x03fb8b93, REG x23: 0x000000008004503f
PC: 0x0000000080001220, INSTR: 0xb0fbbca3, MEM 0x0000000080044b58: 0xada929233f18bb05
PC: 0x0000000080001224, INSTR: 0x0195d4b3, REG x9: 0x000000004001f0d7
PC: 0x0000000080001228, INSTR: 0xc2cf3393, REG x7: 0x0000000000000001
PC: 0x000000008000122c, INSTR: 0x40016537, REG x10: 0x0000000040016000
PC: 0x0000000080001230, INSTR: 0x88b5051b, REG x10: 0x000000004001588b
PC: 0x0000000080001234, INSTR: 0x00151513, REG x10: 0x000000008002b116
PC: 0x0000000080001238, INSTR: 0xdd655303, REG x6: 0x0000000000000000, MEM 0x000000008002aeec
PC: 0x000000008000123c, INSTR: 0x30b23b13, REG x22: 0x0000000000000000
PC: 0x0000000080001240, INSTR: 0x12673c13, REG x24: 0x0000000000000001
PC: 0x0000000080001244, INSTR: 0x0198d1bb, REG x3: 0x0000000000000000
PC: 0x0000000080001248, INSTR: 0x4007d5b3, REG x11: 0xada929233f18bb05
PC: 0x000000008000124c, INSTR: 0x5400be93, REG x29: 0x0000000000000000
PC: 0x0000000080001250, INSTR: 0x00013383, REG x7: 0x0000000000000001, MEM 0x000000008004fe50
PC: 0x0000000080001254, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001258, INSTR: 0x00013c03, REG x24: 0x000000004001f097, MEM 0x000000008004fe60
PC: 0x000000008000125c, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001260, INSTR: 0x00013503, REG x10: 0x0000000000180001, MEM 0x000000008004fe70
PC: 0x0000000080001264, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001268, INSTR: 0x00013e83, REG x29: 0x000000008000048c, MEM 0x000000008004fe80
PC: 0x000000008000126c, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001270, INSTR: 0x00013183, REG x3: 0x0000000000088592, MEM 0x000000008004fe90
PC: 0x0000000080001274, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001278, INSTR: 0x00013b03, REG x22: 0x0000000000000001, MEM 0x000000008004fea0
PC: 0x000000008000127c, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001280, INSTR: 0x00013303, REG x6: 0x2fe20ce2cf6168c7, MEM 0x000000008004feb0
PC: 0x0000000080001284, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001288, INSTR: 0x00013583, REG x11: 0x000000008003e1ae, MEM 0x000000008004fec0
PC: 0x000000008000128c, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001290, INSTR: 0x00013203, REG x4: 0x0000000000000000, MEM 0x000000008004fed0
PC: 0x0000000080001294, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001298, INSTR: 0x00013b83, REG x23: 0xde62d805ac0923e7, MEM 0x000000008004fee0
PC: 0x000000008000129c, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x00000000800012a0, INSTR: 0x00013483, REG x9: 0x0000000000000000, MEM 0x000000008004fef0
PC: 0x00000000800012a4, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x00000000800012a8, INSTR: 0x00008067
PC: 0x0000000080000a84, INSTR: 0xbf6ebb13, REG x22: 0x0000000000000001
PC: 0x0000000080000a88, INSTR: 0xe4fcb893, REG x17: 0x0000000000000001
PC: 0x0000000080000a8c, INSTR: 0xc87f3013
PC: 0x0000000080000a90, INSTR: 0x4129063b, REG x12: 0x0000000000000000
PC: 0x0000000080000a94, INSTR: 0x71aa3e13, REG x28: 0x0000000000000000
PC: 0x0000000080000a98, INSTR: 0x00d9b4b3, REG x9: 0x0000000000000001
PC: 0x0000000080000a9c, INSTR: 0x40023c37, REG x24: 0x0000000040023000
PC: 0x0000000080000aa0, INSTR: 0xbf9c0c1b, REG x24: 0x0000000040022bf9
PC: 0x0000000080000aa4, INSTR: 0x001c1c13, REG x24: 0x00000000800457f2
PC: 0x0000000080000aa8, INSTR: 0xc81c0f03, REG x30: 0x0000000000000000, MEM 0x0000000080045473
PC: 0x0000000080000aac, INSTR: 0x100098b7, REG x17: 0x0000000010009000
PC: 0x0000000080000ab0, INSTR: 0x9638889b, REG x17: 0x0000000010008963
PC: 0x0000000080000ab4, INSTR: 0x00389893, REG x17: 0x0000000080044b18
PC: 0x0000000080000ab8, INSTR: 0xce88bd83, REG x27: 0x0000000000000000, MEM 0x0000000080044800
PC: 0x0000000080000abc, INSTR: 0x47433393, REG x7: 0x0000000000000000
PC: 0x0000000080000ac0, INSTR: 0x406305b3, REG x11: 0x0000000000000000
PC: 0x0000000080000ac4, INSTR: 0x1d78b693, REG x13: 0x0000000000000000
PC: 0x0000000080000ac8, INSTR: 0x66a83793, REG x15: 0x0000000000000001
PC: 0x0000000080000acc, INSTR: 0x00000f93, REG x31: 0x0000000000000000
PC: 0x0000000080000ad0, INSTR: 0x00400713, REG x14: 0x0000000000000004
PC: 0x0000000080000ad4, INSTR: 0x0040006f
PC: 0x0000000080000ad8, INSTR: 0x40015bb7, REG x23: 0x0000000040015000
PC: 0x0000000080000adc, INSTR: 0x001b9b93, REG x23: 0x000000008002a000
PC: 0x0000000080000ae0, INSTR: 0xaddb8b93, REG x23: 0x0000000080029add
PC: 0x0000000080000ae4, INSTR: 0x7cfba683, REG x13: 0x0000000000000000, MEM 0x000000008002a2ac
PC: 0x0000000080000ae8, INSTR: 0x0184953b, REG x10: 0x0000000000040000
PC: 0x0000000080000aec, INSTR: 0x0035dc33, REG x24: 0x0000000000000000
PC: 0x0000000080000af0, INSTR: 0x7f9f3313, REG x6: 0x0000000000000001
PC: 0x0000000080000af4, INSTR: 0x5cb5b913, REG x18: 0x0000000000000001
PC: 0x0000000080000af8, INSTR: 0xb3df7a37, REG x20: 0xffffffffb3df7000
PC: 0x0000000080000afc, INSTR: 0x40a9529b, REG x5: 0x0000000000000000
PC: 0x0000000080000b00, INSTR: 0xb0813793, REG x15: 0x0000000000000001
PC: 0x0000000080000b04, INSTR: 0xbeba3013
PC: 0x0000000080000b08, INSTR: 0x3b776413, REG x8: 0x00000000000003b7
PC: 0x0000000080000b0c, INSTR: 0x7c89b213, REG x4: 0x0000000000000000
PC: 0x0000000080000b10, INSTR: 0x79c000ef, REG x1: 0x0000000080000b14
PC: 0x00000000800012ac, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x00000000800012b0, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x00000000800442c9
PC: 0x00000000800012b4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800012b8, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x00000000800012bc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800012c0, INSTR: 0x00113023, MEM 0x000000008004fed0: 0x0000000080000b14
PC: 0x00000000800012c4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800012c8, INSTR: 0x00313023, MEM 0x000000008004fec0: 0x0000000000088592
PC: 0x00000000800012cc, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800012d0, INSTR: 0x01813023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x00000000800012d4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x00000000800012d8, INSTR: 0x00c13023, MEM 0x000000008004fea0: 0x0000000000000000
PC: 0x00000000800012dc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x00000000800012e0, INSTR: 0x01313023, MEM 0x000000008004fe90: 0x0000000080040e57
PC: 0x00000000800012e4, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800012e8, INSTR: 0x00713023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x00000000800012ec, INSTR: 0x01f68c33, REG x24: 0x0000000000000000
PC: 0x00000000800012f0, INSTR: 0x70d03993, REG x19: 0x0000000000000001
PC: 0x00000000800012f4, INSTR: 0x41a75a9b, REG x21: 0x0000000000000000
PC: 0x00000000800012f8, INSTR: 0xadf53613, REG x12: 0x0000000000000001
PC: 0x00000000800012fc, INSTR: 0x8fe71f37, REG x30: 0xffffffff8fe71000
PC: 0x0000000080001300, INSTR: 0x659ab613, REG x12: 0x0000000000000001
PC: 0x0000000080001304, INSTR: 0xaa7db613, REG x12: 0x0000000000000001
PC: 0x0000000080001308, INSTR: 0x5a583093, REG x1: 0x0000000000000001
PC: 0x000000008000130c, INSTR: 0xdaca3193, REG x3: 0x0000000000000001
PC: 0x0000000080001310, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080001314, INSTR: 0x02f9899b, REG x19: 0x000000000008002f
PC: 0x0000000080001318, INSTR: 0x00c99993, REG x19: 0x000000008002f000
PC: 0x000000008000131c, INSTR: 0xbcb98993, REG x19: 0x000000008002ebcb
PC: 0x0000000080001320, INSTR: 0xfa19c383, REG x7: 0x0000000000000000, MEM 0x000000008002eb6c
PC: 0x0000000080001324, INSTR: 0x00013383, REG x7: 0x0000000000000000, MEM 0x000000008004fe80
PC: 0x0000000080001328, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x000000008000132c, INSTR: 0x00013983, REG x19: 0x0000000080040e57, MEM 0x000000008004fe90
PC: 0x0000000080001330, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001334, INSTR: 0x00013603, REG x12: 0x0000000000000000, MEM 0x000000008004fea0
PC: 0x0000000080001338, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x000000008000133c, INSTR: 0x00013c03, REG x24: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x0000000080001340, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001344, INSTR: 0x00013183, REG x3: 0x0000000000088592, MEM 0x000000008004fec0
PC: 0x0000000080001348, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x000000008000134c, INSTR: 0x00013083, REG x1: 0x0000000080000b14, MEM 0x000000008004fed0
PC: 0x0000000080001350, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001354, INSTR: 0x00013f03, REG x30: 0x0000000000000000, MEM 0x000000008004fee0
PC: 0x0000000080001358, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x000000008000135c, INSTR: 0x00013a83, REG x21: 0x00000000800442c9, MEM 0x000000008004fef0
PC: 0x0000000080001360, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001364, INSTR: 0x00008067
PC: 0x0000000080000b14, INSTR: 0xa9683c13, REG x24: 0x0000000000000001
PC: 0x0000000080000b18, INSTR: 0xbd39ba13, REG x20: 0x0000000000000001
PC: 0x0000000080000b1c, INSTR: 0x001f8f93, REG x31: 0x0000000000000001
PC: 0x0000000080000b20, INSTR: 0xfaefcce3
PC: 0x0000000080000ad8, INSTR: 0x40015bb7, REG x23: 0x0000000040015000
PC: 0x0000000080000adc, INSTR: 0x001b9b93, REG x23: 0x000000008002a000
PC: 0x0000000080000ae0, INSTR: 0xaddb8b93, REG x23: 0x0000000080029add
PC: 0x0000000080000ae4, INSTR: 0x7cfba683, REG x13: 0x0000000000000000, MEM 0x000000008002a2ac
PC: 0x0000000080000ae8, INSTR: 0x0184953b, REG x10: 0x0000000000000002
PC: 0x0000000080000aec, INSTR: 0x0035dc33, REG x24: 0x0000000000000000
PC: 0x0000000080000af0, INSTR: 0x7f9f3313, REG x6: 0x0000000000000001
PC: 0x0000000080000af4, INSTR: 0x5cb5b913, REG x18: 0x0000000000000001
PC: 0x0000000080000af8, INSTR: 0xb3df7a37, REG x20: 0xffffffffb3df7000
PC: 0x0000000080000afc, INSTR: 0x40a9529b, REG x5: 0x0000000000000000
PC: 0x0000000080000b00, INSTR: 0xb0813793, REG x15: 0x0000000000000001
PC: 0x0000000080000b04, INSTR: 0xbeba3013
PC: 0x0000000080000b08, INSTR: 0x3b776413, REG x8: 0x00000000000003b7
PC: 0x0000000080000b0c, INSTR: 0x7c89b213, REG x4: 0x0000000000000000
PC: 0x0000000080000b10, INSTR: 0x79c000ef, REG x1: 0x0000000080000b14
PC: 0x00000000800012ac, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x00000000800012b0, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x00000000800442c9
PC: 0x00000000800012b4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800012b8, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x00000000800012bc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800012c0, INSTR: 0x00113023, MEM 0x000000008004fed0: 0x0000000080000b14
PC: 0x00000000800012c4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800012c8, INSTR: 0x00313023, MEM 0x000000008004fec0: 0x0000000000088592
PC: 0x00000000800012cc, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800012d0, INSTR: 0x01813023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x00000000800012d4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x00000000800012d8, INSTR: 0x00c13023, MEM 0x000000008004fea0: 0x0000000000000000
PC: 0x00000000800012dc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x00000000800012e0, INSTR: 0x01313023, MEM 0x000000008004fe90: 0x0000000080040e57
PC: 0x00000000800012e4, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800012e8, INSTR: 0x00713023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x00000000800012ec, INSTR: 0x01f68c33, REG x24: 0x0000000000000001
PC: 0x00000000800012f0, INSTR: 0x70d03993, REG x19: 0x0000000000000001
PC: 0x00000000800012f4, INSTR: 0x41a75a9b, REG x21: 0x0000000000000000
PC: 0x00000000800012f8, INSTR: 0xadf53613, REG x12: 0x0000000000000001
PC: 0x00000000800012fc, INSTR: 0x8fe71f37, REG x30: 0xffffffff8fe71000
PC: 0x0000000080001300, INSTR: 0x659ab613, REG x12: 0x0000000000000001
PC: 0x0000000080001304, INSTR: 0xaa7db613, REG x12: 0x0000000000000001
PC: 0x0000000080001308, INSTR: 0x5a583093, REG x1: 0x0000000000000001
PC: 0x000000008000130c, INSTR: 0xdaca3193, REG x3: 0x0000000000000001
PC: 0x0000000080001310, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080001314, INSTR: 0x02f9899b, REG x19: 0x000000000008002f
PC: 0x0000000080001318, INSTR: 0x00c99993, REG x19: 0x000000008002f000
PC: 0x000000008000131c, INSTR: 0xbcb98993, REG x19: 0x000000008002ebcb
PC: 0x0000000080001320, INSTR: 0xfa19c383, REG x7: 0x0000000000000000, MEM 0x000000008002eb6c
PC: 0x0000000080001324, INSTR: 0x00013383, REG x7: 0x0000000000000000, MEM 0x000000008004fe80
PC: 0x0000000080001328, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x000000008000132c, INSTR: 0x00013983, REG x19: 0x0000000080040e57, MEM 0x000000008004fe90
PC: 0x0000000080001330, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001334, INSTR: 0x00013603, REG x12: 0x0000000000000000, MEM 0x000000008004fea0
PC: 0x0000000080001338, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x000000008000133c, INSTR: 0x00013c03, REG x24: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x0000000080001340, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001344, INSTR: 0x00013183, REG x3: 0x0000000000088592, MEM 0x000000008004fec0
PC: 0x0000000080001348, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x000000008000134c, INSTR: 0x00013083, REG x1: 0x0000000080000b14, MEM 0x000000008004fed0
PC: 0x0000000080001350, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001354, INSTR: 0x00013f03, REG x30: 0x0000000000000000, MEM 0x000000008004fee0
PC: 0x0000000080001358, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x000000008000135c, INSTR: 0x00013a83, REG x21: 0x00000000800442c9, MEM 0x000000008004fef0
PC: 0x0000000080001360, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001364, INSTR: 0x00008067
PC: 0x0000000080000b14, INSTR: 0xa9683c13, REG x24: 0x0000000000000001
PC: 0x0000000080000b18, INSTR: 0xbd39ba13, REG x20: 0x0000000000000001
PC: 0x0000000080000b1c, INSTR: 0x001f8f93, REG x31: 0x0000000000000002
PC: 0x0000000080000b20, INSTR: 0xfaefcce3
PC: 0x0000000080000ad8, INSTR: 0x40015bb7, REG x23: 0x0000000040015000
PC: 0x0000000080000adc, INSTR: 0x001b9b93, REG x23: 0x000000008002a000
PC: 0x0000000080000ae0, INSTR: 0xaddb8b93, REG x23: 0x0000000080029add
PC: 0x0000000080000ae4, INSTR: 0x7cfba683, REG x13: 0x0000000000000000, MEM 0x000000008002a2ac
PC: 0x0000000080000ae8, INSTR: 0x0184953b, REG x10: 0x0000000000000002
PC: 0x0000000080000aec, INSTR: 0x0035dc33, REG x24: 0x0000000000000000
PC: 0x0000000080000af0, INSTR: 0x7f9f3313, REG x6: 0x0000000000000001
PC: 0x0000000080000af4, INSTR: 0x5cb5b913, REG x18: 0x0000000000000001
PC: 0x0000000080000af8, INSTR: 0xb3df7a37, REG x20: 0xffffffffb3df7000
PC: 0x0000000080000afc, INSTR: 0x40a9529b, REG x5: 0x0000000000000000
PC: 0x0000000080000b00, INSTR: 0xb0813793, REG x15: 0x0000000000000001
PC: 0x0000000080000b04, INSTR: 0xbeba3013
PC: 0x0000000080000b08, INSTR: 0x3b776413, REG x8: 0x00000000000003b7
PC: 0x0000000080000b0c, INSTR: 0x7c89b213, REG x4: 0x0000000000000000
PC: 0x0000000080000b10, INSTR: 0x79c000ef, REG x1: 0x0000000080000b14
PC: 0x00000000800012ac, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x00000000800012b0, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x00000000800442c9
PC: 0x00000000800012b4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800012b8, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x00000000800012bc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800012c0, INSTR: 0x00113023, MEM 0x000000008004fed0: 0x0000000080000b14
PC: 0x00000000800012c4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800012c8, INSTR: 0x00313023, MEM 0x000000008004fec0: 0x0000000000088592
PC: 0x00000000800012cc, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800012d0, INSTR: 0x01813023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x00000000800012d4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x00000000800012d8, INSTR: 0x00c13023, MEM 0x000000008004fea0: 0x0000000000000000
PC: 0x00000000800012dc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x00000000800012e0, INSTR: 0x01313023, MEM 0x000000008004fe90: 0x0000000080040e57
PC: 0x00000000800012e4, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800012e8, INSTR: 0x00713023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x00000000800012ec, INSTR: 0x01f68c33, REG x24: 0x0000000000000002
PC: 0x00000000800012f0, INSTR: 0x70d03993, REG x19: 0x0000000000000001
PC: 0x00000000800012f4, INSTR: 0x41a75a9b, REG x21: 0x0000000000000000
PC: 0x00000000800012f8, INSTR: 0xadf53613, REG x12: 0x0000000000000001
PC: 0x00000000800012fc, INSTR: 0x8fe71f37, REG x30: 0xffffffff8fe71000
PC: 0x0000000080001300, INSTR: 0x659ab613, REG x12: 0x0000000000000001
PC: 0x0000000080001304, INSTR: 0xaa7db613, REG x12: 0x0000000000000001
PC: 0x0000000080001308, INSTR: 0x5a583093, REG x1: 0x0000000000000001
PC: 0x000000008000130c, INSTR: 0xdaca3193, REG x3: 0x0000000000000001
PC: 0x0000000080001310, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080001314, INSTR: 0x02f9899b, REG x19: 0x000000000008002f
PC: 0x0000000080001318, INSTR: 0x00c99993, REG x19: 0x000000008002f000
PC: 0x000000008000131c, INSTR: 0xbcb98993, REG x19: 0x000000008002ebcb
PC: 0x0000000080001320, INSTR: 0xfa19c383, REG x7: 0x0000000000000000, MEM 0x000000008002eb6c
PC: 0x0000000080001324, INSTR: 0x00013383, REG x7: 0x0000000000000000, MEM 0x000000008004fe80
PC: 0x0000000080001328, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x000000008000132c, INSTR: 0x00013983, REG x19: 0x0000000080040e57, MEM 0x000000008004fe90
PC: 0x0000000080001330, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001334, INSTR: 0x00013603, REG x12: 0x0000000000000000, MEM 0x000000008004fea0
PC: 0x0000000080001338, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x000000008000133c, INSTR: 0x00013c03, REG x24: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x0000000080001340, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001344, INSTR: 0x00013183, REG x3: 0x0000000000088592, MEM 0x000000008004fec0
PC: 0x0000000080001348, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x000000008000134c, INSTR: 0x00013083, REG x1: 0x0000000080000b14, MEM 0x000000008004fed0
PC: 0x0000000080001350, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001354, INSTR: 0x00013f03, REG x30: 0x0000000000000000, MEM 0x000000008004fee0
PC: 0x0000000080001358, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x000000008000135c, INSTR: 0x00013a83, REG x21: 0x00000000800442c9, MEM 0x000000008004fef0
PC: 0x0000000080001360, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001364, INSTR: 0x00008067
PC: 0x0000000080000b14, INSTR: 0xa9683c13, REG x24: 0x0000000000000001
PC: 0x0000000080000b18, INSTR: 0xbd39ba13, REG x20: 0x0000000000000001
PC: 0x0000000080000b1c, INSTR: 0x001f8f93, REG x31: 0x0000000000000003
PC: 0x0000000080000b20, INSTR: 0xfaefcce3
PC: 0x0000000080000ad8, INSTR: 0x40015bb7, REG x23: 0x0000000040015000
PC: 0x0000000080000adc, INSTR: 0x001b9b93, REG x23: 0x000000008002a000
PC: 0x0000000080000ae0, INSTR: 0xaddb8b93, REG x23: 0x0000000080029add
PC: 0x0000000080000ae4, INSTR: 0x7cfba683, REG x13: 0x0000000000000000, MEM 0x000000008002a2ac
PC: 0x0000000080000ae8, INSTR: 0x0184953b, REG x10: 0x0000000000000002
PC: 0x0000000080000aec, INSTR: 0x0035dc33, REG x24: 0x0000000000000000
PC: 0x0000000080000af0, INSTR: 0x7f9f3313, REG x6: 0x0000000000000001
PC: 0x0000000080000af4, INSTR: 0x5cb5b913, REG x18: 0x0000000000000001
PC: 0x0000000080000af8, INSTR: 0xb3df7a37, REG x20: 0xffffffffb3df7000
PC: 0x0000000080000afc, INSTR: 0x40a9529b, REG x5: 0x0000000000000000
PC: 0x0000000080000b00, INSTR: 0xb0813793, REG x15: 0x0000000000000001
PC: 0x0000000080000b04, INSTR: 0xbeba3013
PC: 0x0000000080000b08, INSTR: 0x3b776413, REG x8: 0x00000000000003b7
PC: 0x0000000080000b0c, INSTR: 0x7c89b213, REG x4: 0x0000000000000000
PC: 0x0000000080000b10, INSTR: 0x79c000ef, REG x1: 0x0000000080000b14
PC: 0x00000000800012ac, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x00000000800012b0, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x00000000800442c9
PC: 0x00000000800012b4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800012b8, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x00000000800012bc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800012c0, INSTR: 0x00113023, MEM 0x000000008004fed0: 0x0000000080000b14
PC: 0x00000000800012c4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800012c8, INSTR: 0x00313023, MEM 0x000000008004fec0: 0x0000000000088592
PC: 0x00000000800012cc, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800012d0, INSTR: 0x01813023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x00000000800012d4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x00000000800012d8, INSTR: 0x00c13023, MEM 0x000000008004fea0: 0x0000000000000000
PC: 0x00000000800012dc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x00000000800012e0, INSTR: 0x01313023, MEM 0x000000008004fe90: 0x0000000080040e57
PC: 0x00000000800012e4, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800012e8, INSTR: 0x00713023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x00000000800012ec, INSTR: 0x01f68c33, REG x24: 0x0000000000000003
PC: 0x00000000800012f0, INSTR: 0x70d03993, REG x19: 0x0000000000000001
PC: 0x00000000800012f4, INSTR: 0x41a75a9b, REG x21: 0x0000000000000000
PC: 0x00000000800012f8, INSTR: 0xadf53613, REG x12: 0x0000000000000001
PC: 0x00000000800012fc, INSTR: 0x8fe71f37, REG x30: 0xffffffff8fe71000
PC: 0x0000000080001300, INSTR: 0x659ab613, REG x12: 0x0000000000000001
PC: 0x0000000080001304, INSTR: 0xaa7db613, REG x12: 0x0000000000000001
PC: 0x0000000080001308, INSTR: 0x5a583093, REG x1: 0x0000000000000001
PC: 0x000000008000130c, INSTR: 0xdaca3193, REG x3: 0x0000000000000001
PC: 0x0000000080001310, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080001314, INSTR: 0x02f9899b, REG x19: 0x000000000008002f
PC: 0x0000000080001318, INSTR: 0x00c99993, REG x19: 0x000000008002f000
PC: 0x000000008000131c, INSTR: 0xbcb98993, REG x19: 0x000000008002ebcb
PC: 0x0000000080001320, INSTR: 0xfa19c383, REG x7: 0x0000000000000000, MEM 0x000000008002eb6c
PC: 0x0000000080001324, INSTR: 0x00013383, REG x7: 0x0000000000000000, MEM 0x000000008004fe80
PC: 0x0000000080001328, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x000000008000132c, INSTR: 0x00013983, REG x19: 0x0000000080040e57, MEM 0x000000008004fe90
PC: 0x0000000080001330, INSTR: 0x01010113, REG x2: 0x000000008004fea0
